SAP Id|LineId|Certificate Number|Product Sheet number|Issue number|Title|Description|Product Code|Status|Issue Date	
36008|3|98/3526|3|2|Procor for Substructures|Certificate holder no longer requires Certificate.|LA - Roofing (liquid-applied)|Withdrawn|2002-07-11 00:00:00.0000000	
36013|2|98/3531|2|4|Ultra Prevent Slate Roofing Systems|Replaced by Product Sheets 3 and 4, Certificate 91/2671|RF - Roofing (roll form-bitumen)|Withdrawn|2007-07-12 00:00:00.0000000	
36013|3|98/3531|3|4|Ultra Prevent T-O Slate Roofing Systems|Replaced by Product Sheets 3 and 4, Certificate 91/2671|RF - Roofing (roll form-bitumen)|Withdrawn|2007-07-12 00:00:00.0000000	
36016|2|98/3534|2|2|Titan Minitec and Biotec|As requested by Certificate holder in e-mail to Ian Muttram 19-07-10.  Authorised by REC.|UT - Underground Tank|Withdrawn|2003-01-10 00:00:00.0000000	
36074|2|99/3560|2|3|Thermo - Loc Insulated PVC-U Cavity Closures|As per request to withdraw Cert|CC - Cavity Closer|Withdrawn|2006-09-27 00:00:00.0000000	
36078|2|99/3564|2|1|Thermaloc External Wall Insulation System|Sheet Withdrawn|EW - External Wall Insulation|Withdrawn|2009-10-06 00:00:00.0000000	
36096|2|99/3582|2|1|White Hurst Plastics PVC-U Infill Door Panels|Sheet Withdrawn|IP - Door Infill Panel|Withdrawn|1999-03-16 00:00:00.0000000	
36096|3|99/3582|3|1|Woodgrain Hurst Plastics PVC-U Infill Door Panels|Sheet Withdrawn|IP - Door Infill Panel|Withdrawn|1999-03-16 00:00:00.0000000	
36108|2|99/3594|2|1|Vista White Infill Door Panels|Client declined Review. Approval no longer required|IP - Door Infill Panel|Withdrawn|1999-03-25 00:00:00.0000000	
36108|3|99/3594|3|1|Vista Woodgrain Infill Door Panels|Client declined Review. Approval no longer required|IP - Door Infill Panel|Withdrawn|1999-03-25 00:00:00.0000000	
36110|2|99/3596|2|3|Ultraply Mechanically Fixed System|Data correction authorised by Steve Hunt.|RF - Roofing (roll form-bitumen)|Withdrawn|2002-08-13 00:00:00.0000000	
36110|3|99/3596|3|3|Ultraply Mechanically Fixed Roofing System (Incorporating Ultratherm Sf Insulation)|Data correction authorised by Steve Hunt.|RF - Roofing (roll form-bitumen)|Withdrawn|2002-08-13 00:00:00.0000000	
36116|2|99/3602|2|1|Marley Contour Tile Vent Terminals for Roofspace Ventilation|as per susrein form.  Client failure to take up review|RV - Roof Space Ventilator|Withdrawn|1999-03-31 00:00:00.0000000	
36116|3|99/3602|3|1|Marley Contour Tile Vent Terminals for Extract Ventilation|as per susrein form.  Client failure to take up review|RV - Roof Space Ventilator|Withdrawn|1999-03-31 00:00:00.0000000	
36116|4|99/3602|4|1|Marley Contour Tile Vent Terminals for Soil Pipe Ventilation|as per susrein form.  Client failure to take up review|RV - Roof Space Ventilator|Withdrawn|1999-03-31 00:00:00.0000000	
36119|2|99/3605|2|1|Ziplok 300 and Ziplok 400 Double-Skin Roof Systems|As traveller S141960|PT - Profiled Roofing Sheet|Withdrawn|1999-06-15 00:00:00.0000000	
36126|2|99/3612|2|1|Scapa 5179|As request to withdraw Cert form|GT - Glazing Tape (enhanced resistance to intrusion)|Withdrawn|2009-10-07 00:00:00.0000000	
36126|3|99/3612|3|1|Scapa 5189|As request to withdraw Cert form|GT - Glazing Tape (enhanced resistance to intrusion)|Withdrawn|2009-10-07 00:00:00.0000000	
36127|1|99/3613|1|1|(Ed 6) Regulations|Client has ceased trading|WZ - Window Fabricators|Withdrawn|1998-03-26 00:00:00.0000000	
36127|2|99/3613|5|1|(Ed 1)The Veka Matrix Tilt and Turn PVC-U Window System|Client has ceased trading|WZ - Window Fabricators|Withdrawn|1998-10-14 00:00:00.0000000	
36127|3|99/3613|6|1|(Ed 1) The Veka Matrix Outward Opening PVC-U Window System|Client has ceased trading|WZ - Window Fabricators|Withdrawn|1998-10-14 00:00:00.0000000	
36128|2|99/3614|2|1|Hi-Bond Pf and Home|Data correction authorised by Richard May|DN - Damp-proof Course (new)|Withdrawn|1999-10-14 00:00:00.0000000	
36128|3|99/3614|3|1|Hi-Bond Mortar Match|Data correction authorised by Richard May|DN - Damp-proof Course (new)|Withdrawn|1999-10-14 00:00:00.0000000	
36134|2|99/3620|2|1|Bci Joists|Failure to take up Review offer - as per susrein form|RB - Roof Beam|Withdrawn|1999-08-17 00:00:00.0000000	
36137|2|99/3623|2|1|Plyload|Data correction by Iain Macmillan.|DN - Damp-proof Course (new)|Withdrawn|1999-10-27 00:00:00.0000000	
36146|2|99/3632|2|1|(Ed 1) The Ultraframe Conservatory Roof System|Requested by LWA as client no longers manufactures this product.|CW - Conservatory Roof|Withdrawn|1999-08-24 00:00:00.0000000	
36152|2|99/3638|2|2|White PVC-U Infill Door Panels|Data correction authorised by Steve Hunt.|IP - Door Infill Panel|Withdrawn|2003-02-26 00:00:00.0000000	
36152|3|99/3638|3|2|Woodgrain ABS Infill Door Panels|Data correction authorised by Steve Hunt.|IP - Door Infill Panel|Withdrawn|2003-02-26 00:00:00.0000000	
36156|2|99/3642|2|1|Permaseal 180 Roof Waterproofing System|Requested by RM at the request of the Certificate holder. Authorised by REC.||Withdrawn|2000-01-10 00:00:00.0000000	
36156|3|99/3642|3|1|Permaseal 350 Roof Waterproofing System|Requested by RM at the request of the Certificate holder. Authorised by REC.||Withdrawn|2000-01-10 00:00:00.0000000	
36172|2|99/3659|2|2|Staifix Cavity Wall Ties HRT4 and RT2|As per IT Helpdesk.|WT - Wall Tie|Withdrawn|2001-12-12 00:00:00.0000000	
36172|3|99/3659|3|2|Staifix Cavity Wall Ties HRT4 and RT2|As S145923|WT - Wall Tie|Withdrawn|2008-06-09 00:00:00.0000000	
36202|2|09/4696|2|1|Veka PVC-U Window System Enhanced Resistance to Intrusion|Sheet Withdrawn|WZ - Window Fabricators|Withdrawn|2009-12-02 00:00:00.0000000	
36202|3|09/4696|7|1|The Veka Matrix Fs70 Outward Opening PVC-U Window System|Sheet Withdrawn|WZ - Window Fabricators|Withdrawn|2009-12-02 00:00:00.0000000	
31904|2|05/4261|2|1|Wykamol CM8|Sheet Withdrawn|ID - Internal Drainage Membrane (wall)|Withdrawn|2006-03-31 00:00:00.0000000	
31904|3|05/4261|3|1|Wykamol CM20|Sheet Withdrawn|ID - Internal Drainage Membrane (wall)|Withdrawn|2006-03-31 00:00:00.0000000	
31904|4|05/4261|4|1|Wykamol CM Plaster|Sheet Withdrawn|ID - Internal Drainage Membrane (wall)|Withdrawn|2006-03-31 00:00:00.0000000	
35985|6|98/3502|2|1|The Ultraframe Victorian Conservatory Roof System||WZ - Window Fabricators|Withdrawn|	
34876|7|90/2465|7|1|Isover CWS for Full Fill|Sheet Withdrawn|BU - Built-in Cavity Wall Insulation|Withdrawn|2007-06-19 00:00:00.0000000	
34876|8|90/2465|8|1|Isover Hi-Cav 32 for Full Fill|Sheet Withdrawn|BU - Built-in Cavity Wall Insulation|Withdrawn|2007-06-18 00:00:00.0000000	
35745|2|96/3273|2|4|Passivent Psv System|Sheet Withdrawn|MV - Mechanical Ventilator|Withdrawn|2009-07-20 00:00:00.0000000	
35745|3|96/3273|3|4|Passivent Av System|Sheet Withdrawn|MV - Mechanical Ventilator|Withdrawn|2009-07-20 00:00:00.0000000	
31903|2|05/4260|2|1|Sika Standard Drainage Membrane|Sheet Withdrawn|ID - Internal Drainage Membrane (wall)|Withdrawn|2007-01-09 00:00:00.0000000	
31903|3|05/4260|3|1|Sika HD Drainage Membrane|Sheet Withdrawn|ID - Internal Drainage Membrane (wall)|Withdrawn|2007-01-09 00:00:00.0000000	
31903|4|05/4260|4|1|Sika Plaster Drainage Membrane|Sheet Withdrawn|ID - Internal Drainage Membrane (wall)|Withdrawn|2007-01-09 00:00:00.0000000	
36206|2|09/4701|2|1|Components|Sheet Withdrawn|UH - Unvented Hot Water Storage System|Withdrawn|2009-12-04 00:00:00.0000000	
36206|3|09/4701|3|1|Fabdec Indirect Unvented Hot Water Storage Systems|Sheet Withdrawn|UH - Unvented Hot Water Storage System|Withdrawn|2009-12-04 00:00:00.0000000	
36206|4|09/4701|4|1|Fabdec Indirect Unvented Hot Water Storage Systems (3 Bar)|Sheet Withdrawn|UH - Unvented Hot Water Storage System|Withdrawn|2009-12-14 00:00:00.0000000	
34544|2|89/2138|1|4|Thoroseal and Thoroseal Super|Data cleanse.|TA - Tanking|Withdrawn|2003-03-25 00:00:00.0000000	
35961|2|98/3479|2|3|Plasprufe 3100 and 3100 Hd|Data correction authorised by Richard May.|TA - Tanking|Withdrawn|2002-07-11 00:00:00.0000000	
35961|3|98/3479|3|3|Plasprufe 2000 Sa and Mp|Data correction authorised by Richard May.|TA - Tanking|Withdrawn|2003-01-16 00:00:00.0000000	
32112|2|07/4428|2|1|Twin-Therm Roof System|As S146031|IR - Insulated Roof Decking|Withdrawn|2007-05-21 00:00:00.0000000	
32112|3|07/4428|3|1|River-Therm Roof System|As S146031|IR - Insulated Roof Decking|Withdrawn|2007-05-21 00:00:00.0000000	
35348|2|93/2909|2|4|Marley Eternit Grp Valley Trough for Interlocking Tiled Roofs|Sheet Withdrawn|SW - Surface Water System|Withdrawn|2008-04-28 00:00:00.0000000	
35348|3|93/2909|3|2|Marley Standard Grp Valley Trough for Tiled Roofs|Sheet Withdrawn|SW - Surface Water System|Withdrawn|2003-12-05 00:00:00.0000000	
35348|4|93/2909|4|3|Marley Eternit Slate Grp Valley Trough for Slated Roofs|Sheet Withdrawn|SW - Surface Water System|Withdrawn|2008-04-28 00:00:00.0000000	
35348|5|93/2909|5|2|Marley Grp Dry Trough Valley for Interlocking Tiled Roofs|Sheet Withdrawn|SW - Surface Water System|Withdrawn|2003-12-05 00:00:00.0000000	
35348|6|93/2909|6|1|Marley Eternit Grp Dry Valley Troughs for Tiled Roofs|Sheet Withdrawn|SW - Surface Water System|Withdrawn|2008-04-28 00:00:00.0000000	
35502|1|94/3053|1|2|Regulations|As M246523|FT - Flooring Tile (polymeric)|Withdrawn|2002-03-27 00:00:00.0000000	
35502|2|94/3053|2|2|Polyflor Prestige PU|As M246523|FT - Flooring Tile (polymeric)|Withdrawn|2002-03-27 00:00:00.0000000	
35967|1|98/3485|1|2|(Ed 6) Regulations|Sheet Withdrawn|WQ - A PVC-U system supplier that also fabricates windows / doors|Withdrawn|2001-07-27 00:00:00.0000000	
38272|2|18/5560|2|2|CWS 36, CWS 34, and CWS 32 for Partial Fill||BU - Built-in Cavity Wall Insulation|Current|2021-11-18 00:00:00.0000000	
39010|1|UKTA-0836-22/0026|1|1|Schlüter®-DITRA-HEAT Watertight covering kit||TU - Tile Substrate|Not Current|	
32192|1|07/H124|1|1|HAPAS Requirements|Data correction authorised by Stuart Sadler.|AC - Anti-corrosive Paint|Withdrawn|2007-03-19 00:00:00.0000000	
32192|2|07/H124|2|1|Sigma Ep 111 Primer - to Ha Item No 111|Data correction authorised by Stuart Sadler.|AC - Anti-corrosive Paint|Withdrawn|2007-03-19 00:00:00.0000000	
31432|1|01/H055|1|4|HAPAS Requirements|Data correction authorised by Mohammed Javed|TH - Thin Surfacing|Withdrawn|2006-05-24 00:00:00.0000000	
31432|2|01/H055|2|4|Tuffgrip 14mm Thin Surfacing System for Highways|Data correction authorised by Mohammed Javed|TH - Thin Surfacing|Withdrawn|2006-05-24 00:00:00.0000000	
31432|3|01/H055|3|4|Tuffgrip 10mm Thin Surfacing System for Highways|Data correction authorised by Mohammed Javed|TH - Thin Surfacing|Withdrawn|2006-05-24 00:00:00.0000000	
31432|8|01/H055|4|1|Tuffgrip 6mm (Open Texture) Thin Surfacing System|Detail Sheet 4 replaced by Product Sheet 3.|TH - Thin Surfacing|Withdrawn|2007-01-26 00:00:00.0000000	
32099|2|07/4415|2|1|Marley Eternit Ventilated Dry Ridge and Mono-Ridge System|Sheet Withdrawn|RR - Roof Tile Fixing|Withdrawn|2007-10-31 00:00:00.0000000	
32099|3|07/4415|3|1|Marley Eternit Universal Dry Verge and Edgemere Dry Verge System|Sheet Withdrawn|RR - Roof Tile Fixing|Withdrawn|2007-10-31 00:00:00.0000000	
32099|4|07/4415|4|1|Marley Eternit Dry Hip System|Sheet Withdrawn|RR - Roof Tile Fixing|Withdrawn|2007-10-31 00:00:00.0000000	
32099|5|07/4415|5|1|Marley Eternit Slate Dry Verge System|Sheet Withdrawn|RR - Roof Tile Fixing|Withdrawn|2007-10-31 00:00:00.0000000	
32099|6|07/4415|6|1|Marley Eternit Interlocking Slate Mitred Hip System|AS request to withdraw by NS, approved by SCW and authorised by REC.|RR - Roof Tile Fixing|Withdrawn|2007-10-31 00:00:00.0000000	
31555|1|02/H069|1|1|HAPAS Requirements|Sheet replaced by Product Sheet.|SP - Structured Wall Pipe and Fitting|Withdrawn|2005-12-23 00:00:00.0000000	
31310|2|00/3776|2|2|Durox Aircrete Blocks and Durox Thin Joint Blockwork (System 500, 600 and 700) -- List and Specification|Sheet Withdrawn|BK - Block paving|Withdrawn|2008-06-16 00:00:00.0000000	
31310|3|00/3776|3|2|Supabloc 7 and Foundation|Sheet Withdrawn|BK - Block paving|Withdrawn|2008-06-16 00:00:00.0000000	
31310|4|00/3776|4|2|Supabloc 4|Sheet Withdrawn|BK - Block paving|Withdrawn|2008-06-16 00:00:00.0000000	
31310|5|00/3776|5|2|Supabloc and Foundation|Sheet Withdrawn|BK - Block paving|Withdrawn|2008-06-16 00:00:00.0000000	
31310|6|00/3776|6|2|Supabloc 400|Sheet Withdrawn|BK - Block paving|Withdrawn|2008-06-16 00:00:00.0000000	
31310|7|00/3776|7|2|Durox Thin-Joint Blockwork (System 500, 600 and 700)|Sheet Withdrawn|BK - Block paving|Withdrawn|2008-06-16 00:00:00.0000000	
31310|8|00/3776|8|1|Supabloc 10|Sheet Withdrawn|BK - Block paving|Withdrawn|2008-06-16 00:00:00.0000000	
31837|1|05/4193|1|1|Regulations|M235011|SF - Roof Tile Underlay|Withdrawn|2005-01-06 00:00:00.0000000	
31837|2|05/4193|2|1|Dupont Tyvek Vapermax Underlay In Non-Ventilated Cold Pitched Roof Systems|M235011|SF - Roof Tile Underlay|Withdrawn|2005-01-06 00:00:00.0000000	
38975|1|22/F546|1|1|Hot Rolled Steel Plates||TM - Building System|Current|2022-02-01 00:00:00.0000000	
31762|1|04/4149|1|1|(Ed 10) Regulations|As per IT Helpdesk.|WI - Window System Supplier|Withdrawn|2002-05-21 00:00:00.0000000	
31762|2|04/4149|2|1|(Ed 2) The Masterframe Vertical Sliding PVC-U Window System|As per IT Helpdesk.|WI - Window System Supplier|Withdrawn|2004-03-05 00:00:00.0000000	
35850|3|97/3373|3|1|Formapave Aquaflow Paving Blocks|Data correction authorised by Nisha Sharma.|SW - Surface Water System|Withdrawn|1999-06-03 00:00:00.0000000	
35850|4|97/3373|4|1|Aquaflow Ml Paving Blocks|Data correction authorised by Nisha Sharma.|SW - Surface Water System|Withdrawn|2001-12-21 00:00:00.0000000	
31809|2|04/H091|2|2|Tuffpave 14mm Thin Surfacing System for Highways|Data correction authorised by Mohammed Javed.|TH - Thin Surfacing|Withdrawn|2005-01-06 00:00:00.0000000	
31809|4|04/H091|4|1|Tuffpave 6mm (Open Texture) Thin Surfacing System for Highways|Data correction authorised by Mohammed Javed.|TH - Thin Surfacing|Withdrawn|2007-04-30 00:00:00.0000000	
35733|2|96/3261|2|1|The Ultraframe Victorian Conservatory Roof Systems|Sheet Withdrawn|CW - Conservatory Roof|Withdrawn|1996-09-09 00:00:00.0000000	
31588|3|03/3996|3|1|Stepsafe Insu1ator Advanced Polyester Composite (APC) In-Plane Rooflights|Sheet Withdrawn|RO - Rooflight|Withdrawn|2009-10-07 00:00:00.0000000	
31588|4|03/3996|4|1|Factory Assembled Insu1ator Rooflights (FAIRS)|Sheet Withdrawn|RO - Rooflight|Withdrawn|2009-10-07 00:00:00.0000000	
31588|5|03/3996|1|1|Zenon Pro In-Plane GRP Rooflights|Sheet Published.|RO - Rooflight|Current|2015-06-30 00:00:00.0000000	
34847|1|90/2436|1|1|Building Regulations|Sheet Withdrawn|II - Internal Wall Insulation System|Withdrawn|2009-10-02 00:00:00.0000000	
34847|2|90/2436|2|1|Alreflex 2L-2 Dry Lining Wall Insulation|Sheet Withdrawn|II - Internal Wall Insulation System|Withdrawn|2009-10-02 00:00:00.0000000	
34847|3|90/2436|3|1|Alreflex 1L-1 Dry Lining Wall Insulation|Sheet Withdrawn|II - Internal Wall Insulation System|Withdrawn|2009-10-02 00:00:00.0000000	
35502|3|94/3053|3|1|Polyflor Finesse|As M246523|FT - Flooring Tile (polymeric)|Withdrawn|1994-08-25 00:00:00.0000000	
35502|4|94/3053|4|2|Poluyflor Mystique PU|As M246523|FT - Flooring Tile (polymeric)|Withdrawn|2002-03-27 00:00:00.0000000	
35502|5|94/3053|5|2|Polyflor Finesse SD|As M246523|FT - Flooring Tile (polymeric)|Withdrawn|2002-03-27 00:00:00.0000000	
35502|6|94/3053|6|1|Polyflor Classic Mystique PUR|As M246523|FT - Flooring Tile (polymeric)|Withdrawn|2004-03-08 00:00:00.0000000	
35502|7|94/3053|1|4|Polyflor Pur Non-Directional floor coverings|Sheet Published.|FS - Flooring Sheet|Current|2018-08-01 00:00:00.0000000	
34282|1|87/1898|1|3|Regulations|Sheet Withdrawn.|UD - Underground Drainage System|Withdrawn|2004-07-16 00:00:00.0000000	
34282|2|87/1898|2|2|The Brett Drainage System BSI Kitemark|Sheet Withdrawn.|UD - Underground Drainage System|Withdrawn|1991-08-08 00:00:00.0000000	
34282|3|87/1898|3|3|Brett 110mm Diameter PVC-U Surface Water Drainage Pipe|Sheet Withdrawn.|UD - Underground Drainage System|Withdrawn|2004-07-16 00:00:00.0000000	
35502|8|94/3053|2|2|Mystique PUR|Sheet Published.|FS - Flooring Sheet|Withdrawn|2016-01-12 00:00:00.0000000	
35502|9|94/3053|3|4|Polyflor Static Dispersive floor Coverings|Sheet Published.|FS - Flooring Sheet|Current|2018-08-01 00:00:00.0000000	
35502|10|94/3053|4|2|Classic Mystique PUR|Sheet Published.|FS - Flooring Sheet|Withdrawn|2016-01-12 00:00:00.0000000	
35502|11|94/3053|5|2|Pearlazzo PUR|Sheet Published.|FS - Flooring Sheet|Withdrawn|2016-01-12 00:00:00.0000000	
35357|2|93/2918|2|3|Hydrocoat Poyester 100-Coated Aluminium Alloy Coil and Sheet|Sheet Withdrawn|PT - Profiled Roofing Sheet|Withdrawn|2007-03-16 00:00:00.0000000	
35357|3|93/2918|3|3|Hydrocoat Pvf2 300-Coated Aluminium Alloy Coil and Sheet|Sheet Withdrawn|PT - Profiled Roofing Sheet|Withdrawn|2007-03-16 00:00:00.0000000	
35357|4|93/2918|4|3|Hydrocoat Textured 800-Coated Aluminium Alloy Coil and Sheet|Sheet Withdrawn|PT - Profiled Roofing Sheet|Withdrawn|2007-03-16 00:00:00.0000000	
31538|2|02/3967|2|1|Rubberbond Non-Reinforced Epdm Roof Waterproofing Systems|As traveller M248278|RP - Roofing (roll form-polymeric)|Withdrawn|2002-10-29 00:00:00.0000000	
31538|3|02/3967|3|1|Rubberbond Reinforced FR Epdm Mechanically Fixed Roof Waterproofing Systems|As traveller M248278|RP - Roofing (roll form-polymeric)|Withdrawn|2002-10-29 00:00:00.0000000	
31538|4|02/3967|4|1|Rubberbond Fleeceback Epdm Roof Waterproofing Systems|As traveller M248278|RP - Roofing (roll form-polymeric)|Withdrawn|2002-10-29 00:00:00.0000000	
34219|2|87/1835|10|2|Osmadrain 110mm Adjustable Bends|Detail Sheet replaced by Product Sheet S143545|UD - Underground Drainage System|Withdrawn|1998-12-24 00:00:00.0000000	
34219|4|87/1835|12|2|Osmadrain Yard Gully|Detail Sheet replaced by Product Sheet S143545|UD - Underground Drainage System|Withdrawn|1998-12-24 00:00:00.0000000	
34219|5|87/1835|2|1|Osmadrain Underground Drainage System|As S143545.|UD - Underground Drainage System|Withdrawn|1987-04-29 00:00:00.0000000	
34219|6|87/1835|3|2|Osmadrain Underground Drainage System - Installation|As S143545.|UD - Underground Drainage System|Withdrawn|1998-12-24 00:00:00.0000000	
34219|10|87/1835|7|1|Osmadrain Universal Gully|Detail Sheet replaced by Product Sheet S143545|UD - Underground Drainage System|Withdrawn|1987-04-29 00:00:00.0000000	
35239|2|92/2805|2|3|Vulcathene Mechanical and Enfusion Laboratory Drainage System, Pipes, Couplings and Fittings|Sheet Withdrawn|DS - Above Ground Drainage System|Withdrawn|2003-09-24 00:00:00.0000000	
35239|3|92/2805|3|2|Vulcathene Mechanical Laboratory Drainage System, Sinks, Troughs, Drip Cups and Traps|Sheet Withdrawn|DS - Above Ground Drainage System|Withdrawn|2002-03-26 00:00:00.0000000	
35239|4|92/2805|4|2|Vulcathene Mechanical Laboratory Drainage System, Access Pipes|Sheet Withdrawn|DS - Above Ground Drainage System|Withdrawn|2002-03-26 00:00:00.0000000	
35239|5|92/2805|5|2|Vulcathene Mechanical Laboratory Drainage System, Floor Gullies|Sheet Withdrawn|DS - Above Ground Drainage System|Withdrawn|2002-03-26 00:00:00.0000000	
31633|2|03/4041|2|1|Jutland Slates|Reissued as Product Sheet 1.|SL - Roofing Slate|Withdrawn|2003-08-22 00:00:00.0000000	
31633|4|03/4041|4|1|Zeeland Slates|Reissued as Product Sheet 2.|SL - Roofing Slate|Withdrawn|2003-08-22 00:00:00.0000000	
31633|5|03/4041|5|1|Westerland Slates|Reissued as Product Sheet 3.|SL - Roofing Slate|Withdrawn|2003-08-22 00:00:00.0000000	
35650|1|95/3191|1|1|Evac Vacuum Sanitary System  - Building Regulations|Sheet Withdrawn|DC - Above Ground Drainage|Withdrawn|1995-10-12 00:00:00.0000000	
35650|2|95/3191|2|1|Evac Vacuum Station|Sheet Withdrawn|DC - Above Ground Drainage|Withdrawn|1995-10-12 00:00:00.0000000	
35650|3|95/3191|3|1|Evac Vacuum Drainage Components|Sheet Withdrawn|DC - Above Ground Drainage|Withdrawn|1998-09-15 00:00:00.0000000	
32040|2|06/4373|2|1|Fibrin Fiberflex|Sheet Withdrawn.|FJ - Fibre|Withdrawn|2006-09-29 00:00:00.0000000	
32040|3|06/4373|3|1|Fibrin 23|Sheet Withdrawn.|FJ - Fibre|Withdrawn|2006-09-29 00:00:00.0000000	
32040|4|06/4373|4|1|Fibrin X-T and X-T Special|Sheet Withdrawn.|FJ - Fibre|Withdrawn|2006-09-29 00:00:00.0000000	
32040|5|06/4373|5|1|Crackstop|Sheet Withdrawn.|FJ - Fibre|Withdrawn|2006-09-29 00:00:00.0000000	
32040|6|06/4373|6|1|Crackstop Ultra and Crackstop Special|Sheet Withdrawn.|FJ - Fibre|Withdrawn|2006-09-29 00:00:00.0000000	
35230|3|92/2796|3|2|Geberit Pluvia Syphonic Roof Drainage System|Sheet Withdrawn|DC - Above Ground Drainage|Withdrawn|2007-03-22 00:00:00.0000000	
32060|2|06/4393|2|1|Ruukki Nordicon Infill Wall Panels|Data correction authorised by Rob Childs.|RD - Roof Decking|Withdrawn|2007-01-25 00:00:00.0000000	
32060|3|06/4393|3|1|Ruukki Nordicon Roof Panels|Data correction authorised by Rob Childs.|RD - Roof Decking|Withdrawn|2007-01-25 00:00:00.0000000	
39011|1|UKTA-0836-22/0027|1|1|Schlüter®-DITRA-HEAT DUO Watertight covering kit||TU - Tile Substrate|Not Current|	
32075|1|06/H120|1|1|HAPAS Requirements|As M246908|GH - Grouted Macadam|Withdrawn|2006-01-13 00:00:00.0000000	
32075|2|06/H120|2|1|Hardipave Surface Course System for Highways|As M246908|GH - Grouted Macadam|Withdrawn|2006-01-13 00:00:00.0000000	
32075|3|06/H120|3|1|Milepave Surface Course System for Highways|As M246908|GH - Grouted Macadam|Withdrawn|2006-01-13 00:00:00.0000000	
34352|1|87/1964|1|4|Reynolux Polyester-Coated Aluminium Sheet and Coil|Replaced with a Product sheet. Req Mark Frisby.|PT - Profiled Roofing Sheet|Withdrawn|2003-08-05 00:00:00.0000000	
34352|2|87/1964|2|4|Reynolux Pvf2-Coated Aluminium Sheet and Coil|Replaced with a Product sheet. Req Mark Frisby.|PT - Profiled Roofing Sheet|Withdrawn|2003-08-05 00:00:00.0000000	
34352|3|87/1964|3|4|Reynolux Pre-Caoted Aluminium Sheet and Coil|Replaced with a Product sheet. Req Mark Frisby.|PT - Profiled Roofing Sheet|Withdrawn|2003-08-05 00:00:00.0000000	
31861|2|05/4217|1|3|Krystol Internal Membrane - Hs (Kim - Hs)|Standard Certificate or Detail Sheet replaced by Product Sheet.|ID - Internal Drainage Membrane (wall)|Withdrawn|2005-12-05 00:00:00.0000000	
35353|3|93/2914|11|2|Swisslab Pir-Modified Urethane (Cfc-Free), Spar-Dash Render Finish, External Wall Insulation System|Replaced by Product Sheet|EW - External Wall Insulation|Withdrawn|2001-02-15 00:00:00.0000000	
35353|4|93/2914|12|2|Swisslab Phenolic (Cfc-and Hcfc-Free) and Mrs Render Finishes, External Wall Insulation Systems|Replaced by Product Sheet|EW - External Wall Insulation|Withdrawn|2001-02-15 00:00:00.0000000	
35353|6|93/2914|14|1|Mr Mpm Crepi Decorative Finishes|Replaced by Product Sheet|EW - External Wall Insulation|Withdrawn|1997-11-20 00:00:00.0000000	
35353|7|93/2914|15|1|Swisslab Universal Fixing Pattern for Mult-Storey Building Application|Replaced by Product Sheet|EW - External Wall Insulation|Withdrawn|2001-02-15 00:00:00.0000000	
35353|8|93/2914|2|3|Swisslab Eps External Wall Insulations Systems|Replaced by PS2|EW - External Wall Insulation|Withdrawn|2001-02-15 00:00:00.0000000	
35353|9|93/2914|3|2|The Swisslab Eps Heavy-Duty,Smooth Render Finish, External Wall Insulation System|Replaced by PS3|EW - External Wall Insulation|Withdrawn|1994-12-23 00:00:00.0000000	
35353|10|93/2914|4|2|The Swisslab Pir, Spar-Dash Render Finish, External Wall Insulation System|Replaced by PS4|EW - External Wall Insulation|Withdrawn|1994-12-23 00:00:00.0000000	
35353|11|93/2914|5|2|The Swisslab Pir, Smooth Render Finish, External Wall Insulation System|Replaced by Product Sheet|EW - External Wall Insulation|Withdrawn|1994-12-23 00:00:00.0000000	
35353|12|93/2914|6|3|Swisslab Pir-Modified Urethane (Cfc- and Hcfc-Free) and Mrs Finishes, External Wall Insulation Systems|Replaced by Product Sheet|EW - External Wall Insulation|Withdrawn|2001-02-15 00:00:00.0000000	
35353|13|93/2914|7|3|Swisslab Phenolic (Cfc Free) and Mrs Finishes, External Wall Insulation Systems|Replaced by Product Sheet|EW - External Wall Insulation|Withdrawn|2001-02-15 00:00:00.0000000	
35353|15|93/2914|9|3|Swisslab Mineral Wool, Spar-Dash Render Finish, External Wall Insulation System|Replaced by Product Sheet|EW - External Wall Insulation|Withdrawn|2001-02-15 00:00:00.0000000	
31300|2|00/3766|2|1|Ispotherm External Wall Insulation System, A-Plug (Thick-Coat)|As S1/43367 traveller log|EW - External Wall Insulation|Withdrawn|2001-03-05 00:00:00.0000000	
31300|3|00/3766|3|1|Ispotherm External Wall Ijnsulation System, A-Plug (Thin Coat Mineral Render Finish)|As S143367|EW - External Wall Insulation|Withdrawn|2001-03-05 00:00:00.0000000	
31300|4|00/3766|4|1|Ispotherm External Wall Insulation System, A-Plug (Thin Coat Silicone Finish)|As S143367|EW - External Wall Insulation|Withdrawn|2001-03-05 00:00:00.0000000	
32365|1|09/4642|1|3|Quaycell Cellular PVC-U Roofline System|Data update|BQ - PVC-U Barge, Facia or Soffit Board|Current|2021-07-13 00:00:00.0000000	
36851|1|12/4894|1|2|Arcelormittal Insulslab Steel-Fibre-Reinforced Concrete|Sheet Published.|FJ - Fibre|Suspended|2016-07-04 00:00:00.0000000	
32041|2|06/4374|1|1|Hemsec Sips - SIP  Loadbearing Wall and Roof Panels|Data correction via IT Helpdesk.|TM - Building System|Withdrawn|2006-11-15 00:00:00.0000000	
